region_name,district_name,cluster_name,village_name,cohort,cycle,household_id,total_quantity,variety
South West,Kitagwenda,Nganiko,Kemihoko_B,2025,A,KIT-KEM-BIT-F-150851-15,1,Nakati
South West,Kitagwenda,Nganiko,Kemihoko_B,2025,A,KIT-KEM-BIT-F-150851-15,1,Purple Eggplants
South West,Kitagwenda,Nganiko,Kemihoko_B,2025,A,KIT-KEM-BIT-F-150851-15,1,Spinach
South West,Kitagwenda,Nganiko,Kemihoko_B,2025,A,KIT-KEM-BIT-F-150851-15,1,Sukuma Wiki
South West,Kitagwenda,Nganiko,Kemihoko_B,2025,A,KIT-KEM-BIT-F-150851-15,2,Tomatoes
South West,Kitagwenda,Nganiko,Kemihoko_B,2025,A,KIT-KEM-BIT-F-150851-15,1,White Eggplants
South West,Kitagwenda,Nganiko,Nganiko_1,2025,A,KIT-NGA-BAS-M-104613-15,1,Amaranths
South West,Kitagwenda,Nganiko,Nganiko_1,2025,A,KIT-NGA-BAS-M-104613-15,1,Black night shade
South West,Kitagwenda,Nganiko,Nganiko_1,2025,A,KIT-NGA-BAS-M-104613-15,1,Cabbage
South West,Kitagwenda,Nganiko,Nganiko_1,2025,A,KIT-NGA-BAS-M-104613-15,1,Green Pepper
South West,Kitagwenda,Nganiko,Nganiko_1,2025,A,KIT-NGA-BAS-M-104613-15,1,Nakati
South West,Kitagwenda,Nganiko,Nganiko_1,2025,A,KIT-NGA-BAS-M-104613-15,1,Purple Eggplants
South West,Kitagwenda,Nganiko,Nganiko_1,2025,A,KIT-NGA-BAS-M-104613-15,1,Sukuma Wiki
South West,Kitagwenda,Nganiko,Nganiko_1,2025,A,KIT-NGA-BAS-M-104613-15,1,Spinach
South West,Kitagwenda,Nganiko,Nganiko_1,2025,A,KIT-NGA-BAS-M-104613-15,2,Tomatoes
South West,Kitagwenda,Nganiko,Nganiko_1,2025,A,KIT-NGA-BAS-M-104613-15,1,White Eggplants
South West,Kitagwenda,Nganiko,Nganiko_Central,2025,A,KIT-NGA-FRA-M-152627-15,1,Amaranths
South West,Kitagwenda,Nganiko,Nganiko_Central,2025,A,KIT-NGA-FRA-M-152627-15,1,Black night shade
South West,Kitagwenda,Nganiko,Nganiko_Central,2025,A,KIT-NGA-FRA-M-152627-15,1,Cabbage
South West,Kitagwenda,Nganiko,Nganiko_Central,2025,A,KIT-NGA-FRA-M-152627-15,1,Green Pepper
South West,Kitagwenda,Nganiko,Nganiko_Central,2025,A,KIT-NGA-FRA-M-152627-15,1,Nakati
South West,Kitagwenda,Nganiko,Nganiko_Central,2025,A,KIT-NGA-FRA-M-152627-15,1,Purple Eggplants
South West,Kitagwenda,Nganiko,Nganiko_Central,2025,A,KIT-NGA-FRA-M-152627-15,1,Spinach
South West,Kitagwenda,Nganiko,Nganiko_Central,2025,A,KIT-NGA-FRA-M-152627-15,1,Sukuma Wiki
South West,Kitagwenda,Nganiko,Nganiko_Central,2025,A,KIT-NGA-FRA-M-152627-15,2,Tomatoes
South West,Kitagwenda,Nganiko,Nganiko_Central,2025,A,KIT-NGA-FRA-M-152627-15,1,White Eggplants
South West,Kitagwenda,Nganiko,Nganiko_TC,2025,A,KIT-NGA-MOS-M-234541-15,1,Amaranths
South West,Kitagwenda,Nganiko,Nganiko_TC,2025,A,KIT-NGA-MOS-M-234541-15,1,Black night shade
South West,Kitagwenda,Nganiko,Nganiko_TC,2025,A,KIT-NGA-MOS-M-234541-15,1,Cabbage
South West,Kitagwenda,Nganiko,Nganiko_TC,2025,A,KIT-NGA-MOS-M-234541-15,1,Green Pepper
South West,Kitagwenda,Nganiko,Nganiko_TC,2025,A,KIT-NGA-MOS-M-234541-15,1,Nakati
South West,Kitagwenda,Nganiko,Nganiko_TC,2025,A,KIT-NGA-MOS-M-234541-15,1,Purple Eggplants
South West,Kitagwenda,Nganiko,Nganiko_TC,2025,A,KIT-NGA-MOS-M-234541-15,1,Spinach
South West,Kitagwenda,Nganiko,Nganiko_TC,2025,A,KIT-NGA-MOS-M-234541-15,1,Sukuma Wiki
South West,Kitagwenda,Nganiko,Nganiko_TC,2025,A,KIT-NGA-MOS-M-234541-15,2,Tomatoes
South West,Kitagwenda,Nganiko,Nganiko_TC,2025,A,KIT-NGA-MOS-M-234541-15,1,White Eggplants
Central,Rakai,Kyamakanaga,Kyamakanaga_A,2025,A,RAK-KYA-IRE-F-080212-18,1,African spider Plant
Central,Rakai,Kyamakanaga,Kyamakanaga_A,2025,A,RAK-KYA-IRE-F-080212-18,1,Amaranths
Central,Rakai,Kyamakanaga,Kyamakanaga_A,2025,A,RAK-KYA-IRE-F-080212-18,1,Black night shade
Central,Rakai,Kyamakanaga,Kyamakanaga_A,2025,A,RAK-KYA-IRE-F-080212-18,3,Cabbage
Central,Rakai,Kyamakanaga,Kyamakanaga_A,2025,A,RAK-KYA-IRE-F-080212-18,1,Green Pepper
Central,Rakai,Kyamakanaga,Kyamakanaga_A,2025,A,RAK-KYA-IRE-F-080212-18,1,Purple Eggplants
Central,Rakai,Kyamakanaga,Kyamakanaga_A,2025,A,RAK-KYA-IRE-F-080212-18,2,Spinach
Central,Rakai,Kyamakanaga,Kyamakanaga_A,2025,A,RAK-KYA-IRE-F-080212-18,1,Sukuma Wiki
Central,Rakai,Kyamakanaga,Kyamakanaga_A,2025,A,RAK-KYA-IRE-F-080212-18,1,White Eggplants
Central,Rakai,Kyamakanaga,Nnongo_A,2025,A,RAK-NNO-ALE-M-122736-18,1,African spider Plant
Central,Rakai,Kyamakanaga,Nnongo_A,2025,A,RAK-NNO-ALE-M-122736-18,1,Amaranths
Central,Rakai,Kyamakanaga,Nnongo_A,2025,A,RAK-NNO-ALE-M-122736-18,1,Black night shade
Central,Rakai,Kyamakanaga,Nnongo_A,2025,A,RAK-NNO-ALE-M-122736-18,3,Cabbage
Central,Rakai,Kyamakanaga,Nnongo_A,2025,A,RAK-NNO-ALE-M-122736-18,1,Green Pepper
Central,Rakai,Kyamakanaga,Nnongo_A,2025,A,RAK-NNO-ALE-M-122736-18,1,Purple Eggplants
Central,Rakai,Kyamakanaga,Nnongo_A,2025,A,RAK-NNO-ALE-M-122736-18,2,Spinach
Central,Rakai,Kyamakanaga,Nnongo_A,2025,A,RAK-NNO-ALE-M-122736-18,1,Sukuma Wiki
Central,Rakai,Kyamakanaga,Nnongo_A,2025,A,RAK-NNO-ALE-M-122736-18,1,White Eggplants
Central,Rakai,Kyamakanaga,Kyamakanaga_B,2025,A,RAK-KYA-MUG-M-084303-18,1,African spider Plant
Central,Rakai,Kyamakanaga,Kyamakanaga_B,2025,A,RAK-KYA-MUG-M-084303-18,1,Amaranths
Central,Rakai,Kyamakanaga,Kyamakanaga_B,2025,A,RAK-KYA-MUG-M-084303-18,1,Black night shade
Central,Rakai,Kyamakanaga,Kyamakanaga_B,2025,A,RAK-KYA-MUG-M-084303-18,3,Cabbage
Central,Rakai,Kyamakanaga,Kyamakanaga_B,2025,A,RAK-KYA-MUG-M-084303-18,1,Green Pepper
Central,Rakai,Kyamakanaga,Kyamakanaga_B,2025,A,RAK-KYA-MUG-M-084303-18,1,Purple Eggplants
Central,Rakai,Kyamakanaga,Kyamakanaga_B,2025,A,RAK-KYA-MUG-M-084303-18,2,Spinach
Central,Rakai,Kyamakanaga,Kyamakanaga_B,2025,A,RAK-KYA-MUG-M-084303-18,1,Sukuma Wiki
Central,Rakai,Kyamakanaga,Kyamakanaga_B,2025,A,RAK-KYA-MUG-M-084303-18,1,White Eggplants
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SEN-M-133504-18,1,African spider Plant
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SEN-M-133504-18,1,Amaranths
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SEN-M-133504-18,1,Green Pepper
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SEN-M-133504-18,1,Nakati
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SEN-M-133504-18,1,Purple Eggplants
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SEN-M-133504-18,2,Spinach
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SEN-M-133504-18,1,Sukuma Wiki
Central,Rakai,Kasensero,Nakitokolo,2025,A,RAK-NAK-SEN-M-133504-18,3,Cabbage
Central,Rakai,Kasensero,Mikunyu,2025,A,RAK-MIK-NAL-F-184518-18,1,African spider Plant
Central,Rakai,Kasensero,Mikunyu,2025,A,RAK-MIK-NAL-F-184518-18,1,Amaranths
Central,Rakai,Kasensero,Mikunyu,2025,A,RAK-MIK-NAL-F-184518-18,3,Cabbage
Central,Rakai,Kasensero,Mikunyu,2025,A,RAK-MIK-NAL-F-184518-18,1,Green Pepper
Central,Rakai,Kasensero,Mikunyu,2025,A,RAK-MIK-NAL-F-184518-18,1,Purple Eggplants
Central,Rakai,Kasensero,Mikunyu,2025,A,RAK-MIK-NAL-F-184518-18,2,Spinach
Central,Rakai,Kasensero,Mikunyu,2025,A,RAK-MIK-NAL-F-184518-18,1,Sukuma Wiki
Central,Rakai,Kasensero,Mikunyu,2025,A,RAK-MIK-NAL-F-184518-18,1,Nakati
Central,Rakai,Kasensero,Kisimbanyiriri,2025,A,RAK-KIS-SSE-M-134234-18,1,African spider Plant
Central,Rakai,Kasensero,Kisimbanyiriri,2025,A,RAK-KIS-SSE-M-134234-18,1,Amaranths
Central,Rakai,Kasensero,Kisimbanyiriri,2025,A,RAK-KIS-SSE-M-134234-18,3,Cabbage
Central,Rakai,Kasensero,Kisimbanyiriri,2025,A,RAK-KIS-SSE-M-134234-18,1,Green Pepper
Central,Rakai,Kasensero,Kisimbanyiriri,2025,A,RAK-KIS-SSE-M-134234-18,1,Nakati
Central,Rakai,Kasensero,Kisimbanyiriri,2025,A,RAK-KIS-SSE-M-134234-18,2,Spinach
Central,Rakai,Kasensero,Kisimbanyiriri,2025,A,RAK-KIS-SSE-M-134234-18,1,Sukuma Wiki
Central,Rakai,Kasensero,Kisimbanyiriri,2025,A,RAK-KIS-SSE-M-134234-18,1,Purple Eggplants
Central,Rakai,Kasensero,Kammengo,2025,A,RAK-KAM-NAM-F-115614-18,1,African spider Plant
Central,Rakai,Kasensero,Kammengo,2025,A,RAK-KAM-NAM-F-115614-18,1,Amaranths
Central,Rakai,Kasensero,Kammengo,2025,A,RAK-KAM-NAM-F-115614-18,3,Cabbage
Central,Rakai,Kasensero,Kammengo,2025,A,RAK-KAM-NAM-F-115614-18,1,Green Pepper
Central,Rakai,Kasensero,Kammengo,2025,A,RAK-KAM-NAM-F-115614-18,1,Nakati
Central,Rakai,Kasensero,Kammengo,2025,A,RAK-KAM-NAM-F-115614-18,1,Purple Eggplants
Central,Rakai,Kasensero,Kammengo,2025,A,RAK-KAM-NAM-F-115614-18,2,Spinach
Central,Rakai,Kasensero,Kammengo,2025,A,RAK-KAM-NAM-F-115614-18,1,Sukuma Wiki
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAD-F-184229-18,1,African spider Plant
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAD-F-184229-18,1,Amaranths
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAD-F-184229-18,1,Green Pepper
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAD-F-184229-18,1,Nakati
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAD-F-184229-18,1,Purple Eggplants
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAD-F-184229-18,2,Spinach
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAD-F-184229-18,1,Sukuma Wiki
Central,Rakai,Kasensero,Kiwaguzi_A,2025,A,RAK-KIW-HAD-F-184229-18,3,Cabbage
Central,Rakai,Kasensero,Kitonezi,2025,A,RAK-KIT-SSE-M-193334-18,1,African spider Plant
Central,Rakai,Kasensero,Kitonezi,2025,A,RAK-KIT-SSE-M-193334-18,1,Amaranths
Central,Rakai,Kasensero,Kitonezi,2025,A,RAK-KIT-SSE-M-193334-18,3,Cabbage
Central,Rakai,Kasensero,Kitonezi,2025,A,RAK-KIT-SSE-M-193334-18,1,Green Pepper
Central,Rakai,Kasensero,Kitonezi,2025,A,RAK-KIT-SSE-M-193334-18,1,Nakati
Central,Rakai,Kasensero,Kitonezi,2025,A,RAK-KIT-SSE-M-193334-18,1,Purple Eggplants
Central,Rakai,Kasensero,Kitonezi,2025,A,RAK-KIT-SSE-M-193334-18,2,Spinach
Central,Rakai,Kasensero,Kitonezi,2025,A,RAK-KIT-SSE-M-193334-18,1,Sukuma Wiki
Central,Rakai,Kasensero,Kiwaguzi_B,2025,A,RAK-KIW-KYA-M-110759-18,1,African spider Plant
Central,Rakai,Kasensero,Kiwaguzi_B,2025,A,RAK-KIW-KYA-M-110759-18,1,Amaranths
Central,Rakai,Kasensero,Kiwaguzi_B,2025,A,RAK-KIW-KYA-M-110759-18,3,Cabbage
Central,Rakai,Kasensero,Kiwaguzi_B,2025,A,RAK-KIW-KYA-M-110759-18,1,Green Pepper
Central,Rakai,Kasensero,Kiwaguzi_B,2025,A,RAK-KIW-KYA-M-110759-18,1,Nakati
Central,Rakai,Kasensero,Kiwaguzi_B,2025,A,RAK-KIW-KYA-M-110759-18,1,Purple Eggplants
Central,Rakai,Kasensero,Kiwaguzi_B,2025,A,RAK-KIW-KYA-M-110759-18,1,Sukuma Wiki
Central,Rakai,Kasensero,Kiwaguzi_B,2025,A,RAK-KIW-KYA-M-110759-18,2,Spinach
Central,Rakai,Kasensero,Kyaluwakula,2025,A,RAK-KYA-SSE-M-164213-18,1,African spider Plant
Central,Rakai,Kasensero,Kyaluwakula,2025,A,RAK-KYA-SSE-M-164213-18,1,Amaranths
Central,Rakai,Kasensero,Kyaluwakula,2025,A,RAK-KYA-SSE-M-164213-18,3,Cabbage
Central,Rakai,Kasensero,Kyaluwakula,2025,A,RAK-KYA-SSE-M-164213-18,1,Nakati
Central,Rakai,Kasensero,Kyaluwakula,2025,A,RAK-KYA-SSE-M-164213-18,1,Purple Eggplants
Central,Rakai,Kasensero,Kyaluwakula,2025,A,RAK-KYA-SSE-M-164213-18,2,Spinach
Central,Rakai,Kasensero,Kyaluwakula,2025,A,RAK-KYA-SSE-M-164213-18,1,Sukuma Wiki
Central,Rakai,Kasensero,Kyaluwakula,2025,A,RAK-KYA-SSE-M-164213-18,1,Green Pepper
Central,Rakai,Kasensero,Kyengeza_Rakai,2025,A,RAK-KYE-NAK-F-103434-18,1,African spider Plant
Central,Rakai,Kasensero,Kyengeza_Rakai,2025,A,RAK-KYE-NAK-F-103434-18,1,Amaranths
Central,Rakai,Kasensero,Kyengeza_Rakai,2025,A,RAK-KYE-NAK-F-103434-18,3,Cabbage
Central,Rakai,Kasensero,Kyengeza_Rakai,2025,A,RAK-KYE-NAK-F-103434-18,1,Green Pepper
Central,Rakai,Kasensero,Kyengeza_Rakai,2025,A,RAK-KYE-NAK-F-103434-18,1,Nakati
Central,Rakai,Kasensero,Kyengeza_Rakai,2025,A,RAK-KYE-NAK-F-103434-18,1,Purple Eggplants
Central,Rakai,Kasensero,Kyengeza_Rakai,2025,A,RAK-KYE-NAK-F-103434-18,2,Spinach
Central,Rakai,Kasensero,Kyengeza_Rakai,2025,A,RAK-KYE-NAK-F-103434-18,1,Sukuma Wiki
Central,Rakai,Kanoni,Kikakata,2025,A,RAK-KIK-NAM-F-153610-18,2,Spinach
Central,Rakai,Kanoni,Kikakata,2025,A,RAK-KIK-NAM-F-153610-18,1,Amaranths
Central,Rakai,Kanoni,Kikakata,2025,A,RAK-KIK-NAM-F-153610-18,1,Purple Eggplants
Central,Rakai,Kanoni,Kikakata,2025,A,RAK-KIK-NAM-F-153610-18,1,White Eggplants
Central,Rakai,Kanoni,Kikakata,2025,A,RAK-KIK-NAM-F-153610-18,2,Cabbage
Central,Rakai,Kanoni,Kikakata,2025,A,RAK-KIK-NAM-F-153610-18,1,Green Pepper
Central,Rakai,Kanoni,Kikakata,2025,A,RAK-KIK-NAM-F-153610-18,1,Nakati
Central,Rakai,Kanoni,Kikakata,2025,A,RAK-KIK-NAM-F-153610-18,1,Sukuma Wiki
Central,Rakai,Kanoni,Kanoni_Rakai,2025,A,RAK-KAN-PAU-M-090955-18,2,Spinach
Central,Rakai,Kanoni,Kanoni_Rakai,2025,A,RAK-KAN-PAU-M-090955-18,1,Amaranths
Central,Rakai,Kanoni,Kanoni_Rakai,2025,A,RAK-KAN-PAU-M-090955-18,1,Purple Eggplants
Central,Rakai,Kanoni,Kanoni_Rakai,2025,A,RAK-KAN-PAU-M-090955-18,1,White Eggplants
Central,Rakai,Kanoni,Kanoni_Rakai,2025,A,RAK-KAN-PAU-M-090955-18,2,Cabbage
Central,Rakai,Kanoni,Kanoni_Rakai,2025,A,RAK-KAN-PAU-M-090955-18,1,Green Pepper
Central,Rakai,Kanoni,Kanoni_Rakai,2025,A,RAK-KAN-PAU-M-090955-18,1,Nakati
Central,Rakai,Kanoni,Kanoni_Rakai,2025,A,RAK-KAN-PAU-M-090955-18,1,Sukuma Wiki
Central,Rakai,Kanoni,Kamuli,2025,A,RAK-KAM-WAS-M-175124-18,2,Spinach
Central,Rakai,Kanoni,Kamuli,2025,A,RAK-KAM-WAS-M-175124-18,1,Amaranths
Central,Rakai,Kanoni,Kamuli,2025,A,RAK-KAM-WAS-M-175124-18,1,Purple Eggplants
Central,Rakai,Kanoni,Kamuli,2025,A,RAK-KAM-WAS-M-175124-18,1,White Eggplants
Central,Rakai,Kanoni,Kamuli,2025,A,RAK-KAM-WAS-M-175124-18,2,Cabbage
Central,Rakai,Kanoni,Kamuli,2025,A,RAK-KAM-WAS-M-175124-18,1,Green Pepper
Central,Rakai,Kanoni,Kamuli,2025,A,RAK-KAM-WAS-M-175124-18,1,Nakati
Central,Rakai,Kanoni,Kamuli,2025,A,RAK-KAM-WAS-M-175124-18,1,Sukuma Wiki
Central,Rakai,Kanoni,Mpaama,2025,A,RAK-MPA-LUY-M-172721-18,2,Spinach
Central,Rakai,Kanoni,Mpaama,2025,A,RAK-MPA-LUY-M-172721-18,1,Amaranths
Central,Rakai,Kanoni,Mpaama,2025,A,RAK-MPA-LUY-M-172721-18,1,Purple Eggplants
Central,Rakai,Kanoni,Mpaama,2025,A,RAK-MPA-LUY-M-172721-18,1,White Eggplants
Central,Rakai,Kanoni,Mpaama,2025,A,RAK-MPA-LUY-M-172721-18,2,Cabbage
Central,Rakai,Kanoni,Mpaama,2025,A,RAK-MPA-LUY-M-172721-18,1,Green Pepper
Central,Rakai,Kanoni,Mpaama,2025,A,RAK-MPA-LUY-M-172721-18,1,Nakati
Central,Rakai,Kanoni,Mpaama,2025,A,RAK-MPA-LUY-M-172721-18,1,Sukuma Wiki
